T type sub-class,T type,T type class,Specimen ID,Axon Bias X (millimeters),Axon Bias Y (millimeters),Axon Contraction,Axon Emd With Basal Dendrite,Axon Extent X (millimeters),Axon Extent Y (millimeters),Axon Hist Pc 0,Axon Hist Pc 1,Axon Hist Pc 2,Axon Hist Pc 3,Axon Hist Pc 4,Axon Max Branch Order,Axon Max Euclidean Distance (millimeters),Axon Max Path Distance (millimeters),Axon Num Branches,Axon Pct Above Basal Dendrite,Axon Pct Below Basal Dendrite,Axon Pct Intersect Basal Dendrite,Axon Soma Distance (millimeters),Axon Soma Percentile X,Axon Soma Percentile Y,Axon Soma Theta,Axon Total Length (millimeters),Basal Dendrite Bias X (millimeters),Basal Dendrite Bias Y (millimeters),Basal Dendrite Contraction,Basal Dendrite Extent X (millimeters),Basal Dendrite Extent Y (millimeters),Basal Dendrite Max Branch Order,Basal Dendrite Max Euclidean Distance (millimeters),Basal Dendrite Max Path Distance (millimeters),Basal Dendrite Num Branches,Basal Dendrite Num Stems,Basal Dendrite Pct Above Axon,Basal Dendrite Pct Below Axon,Basal Dendrite Pct Intersect Axon,Basal Dendrite Soma Percentile X,Basal Dendrite Soma Percentile Y,Basal Dendrite Stem Exit Down,Basal Dendrite Stem Exit Side Less,Basal Dendrite Stem Exit Side More,Basal Dendrite Stem Exit Up,Basal Dendrite Total Length (millimeters),Normalized Soma Depth
Pvalb interneuron,Pvalb Tpbg,MGE interneuron,740890186,0.027051603,0.315884781,0.850810561,12.60531746,0.616241036,0.718643833,1805.200704,-775.5180517,1012.529959,-468.7794608,465.3492885,22,0.538714664,0.893079367,669,0,0.161835874,0.838164126,0.015527985,0.460113441,0.279388042,0.740356508,31.81145413,0.035780631,0.055306057,0.820845032,0.271389118,0.406457331,5,0.267684935,0.319079137,30,4,0.022300469,0,0.977699531,0.351525822,0.164906103,0.25,0,0,0.75,2.393960433,0.294404636
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,795572082,0.026926492,0.245576155,0.848091049,11.13226719,0.593492934,0.449814818,-811.3173606,-50.3887698,453.2614444,239.4880909,-315.3278764,19,0.356274941,0.557177221,253,0.079878805,0,0.920121195,0,0.307808842,0.258366616,0.289367614,11.38592573,0.023890287,0.034808532,0.889674209,0.362587772,0.305820107,6,0.307028921,0.343336771,48,4,0,0.018790101,0.981209899,0.435380385,0.468377635,0.25,0.25,0.25,0.25,3.406490324,0.884387226
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,689656936,0.026875536,0.150007851,0.848231918,10.46939685,0.3156555,0.214565751,165.9010189,1221.764542,-2.391179184,110.4279924,-232.0009755,19,0.322003261,0.637303587,247,0.254625389,0.00146547,0.743909141,0.03714583,0.484520975,0.013189229,0.326204766,9.390988906,0.005017665,0.106001345,0.884510878,0.299144346,0.156158945,12,0.338419414,0.373591041,94,4,0,0,1,0.490580848,0.104788069,0.25,0,0.25,0.5,4.429641735,0.202634818
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,691665864,0.026477545,0.015404262,0.781983048,9.854626938,0.27572859,0.385324374,290.1270037,-126.9169658,-388.1641578,321.5214788,-310.8632808,22,0.254958755,0.826099188,297,0.158234383,0.1757873,0.665978317,0.014280453,0.49535364,0.614868353,0.447863014,14.34455168,0.019790913,0.021523782,0.838153349,0.167410887,0.165740234,7,0.157125131,0.208535965,89,7,0,0,1,0.312326228,0.617238184,0.428571429,0,0,0.571428571,3.597178941,0.298092223
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,688958418,0.02621486,0.269476616,0.834943465,22.39423883,0.227774279,0.467745817,207.3654852,-177.5290267,-782.6682652,564.4244787,-228.4735934,22,0.373971318,0.580202829,415,0.309466812,0,0.690533188,0.01803174,0.388248096,0.039499456,0.063124303,12.73134689,0.011731368,0.034133656,0.87823691,0.157654883,0.291349503,6,0.191986914,0.223123045,29,5,0,0.087561375,0.912438625,0.470540098,0.338788871,0.2,0.2,0.4,0.2,2.06146171,0.49604449
Sst interneuron,Sst Rxfp1 Prdm8,MGE interneuron,746917764,0.025952714,0.34225323,0.858105316,25.47715326,0.580326488,0.763999061,-918.9335291,25.65734186,294.7793882,-100.4262408,1087.708878,26,0.612097015,1.074462994,641,0.169163847,0,0.830836153,0.031938253,0.423731271,0.218463026,0.414657534,29.4114167,0.051387733,0.003878385,0.864742942,0.405731127,0.41939602,9,0.289824472,0.346564546,87,9,0,0.00043802,0.99956198,0.465177398,0.480070083,0.333333333,0.111111111,0.333333333,0.222222222,6.295416965,0.828089093
Sst interneuron,Sst Tac2 Myh4,MGE interneuron,601790961,0.025481124,0.434285966,0.864694178,37.61438413,0.43695146,0.718216367,-263.1182963,-175.0347659,-324.1213237,-207.7064852,240.6835545,28,0.583322151,1.053977984,289,0.468815845,0,0.531184155,0.023363826,0.475136957,0.080488833,0.413557174,14.77734854,0.036594662,0.045419016,0.851931779,0.313066203,0.407626732,8,0.272892253,0.322548544,42,6,0,0.087323944,0.912676056,0.480985915,0.462676056,0.166666667,0.166666667,0.166666667,0.5,4.256093901,0.720191094
Sst interneuron,Sst Crh 4930553C11Rik,MGE interneuron,720207494,0.025263712,0.026857088,0.885909127,8.990437109,0.485075998,0.335472607,-662.5782756,-3.090805925,285.016114,60.59051511,-364.977271,15,0.263752269,0.429545603,127,0.039026863,0.016979219,0.943993918,0,0.458692347,0.182970096,0.42378337,6.047370554,0.089918296,0.005316991,0.875559529,0.207194259,0.20936463,5,0.192707966,0.210931224,33,5,0,0,1,0.246445498,0.457345972,0.2,0,0.4,0.4,1.869889652,0.84177957
Sncg interneuron,Sncg Vip Nptx2,CGE interneuron,855357345,0.025127322,0.292107693,0.896918819,8.045595038,0.486753901,0.387269731,82.66473528,519.2577755,109.5334768,-226.9878858,-420.7582081,13,0.401865467,0.783973306,99,0,0.215090385,0.784909615,0,0.272727273,0.883416296,0.55843937,6.528998146,0.071109494,0.018781018,0.850376378,0.291272794,0.135509508,5,0.214861292,0.245899998,25,5,0.020932445,0,0.979067555,0.468125595,0.677450048,0.2,0.2,0.4,0.2,1.715281328,0.082283589
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,764391439,0.025107541,0.043142919,0.839934134,1.039750956,0.359180389,0.057922308,8.899640476,1124.444312,-108.4678361,146.2340043,-311.1238169,23,0.193441501,0.690981581,153,0,0,1,0,0.376298269,0.913448735,0.431756071,4.712603144,0.008223785,0.126565285,0.798737242,0.158845965,0.143425044,9,0.138153877,0.180934943,102,6,0.004054054,0.095045045,0.900900901,0.454504505,0.90990991,0.666666667,0,0.333333333,0,2.684644845,0.059556952
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,707403326,0.025072775,0.17170174,0.866504938,18.4472164,0.370568198,0.629387054,1349.61907,-682.7810759,-1103.044459,1639.430724,329.5534363,26,0.418816575,0.842032583,829,0.210036753,0.000589863,0.789373384,0.027644552,0.438949136,0.080675167,0.172062275,32.88572351,0.034557823,0.014085745,0.899534142,0.283594377,0.418689993,9,0.240130005,0.29792985,59,7,0,0,1,0.326307866,0.296951449,0.142857143,0.285714286,0.428571429,0.142857143,3.839230625,0.461220179
Sst interneuron,Sst Esm1,MGE interneuron,740675145,0.024885356,0.308315728,0.850809731,31.59135148,0.353006504,0.734367784,-360.0744134,-85.84693765,-736.6439619,-529.0892024,237.940119,18,0.531151569,0.660499551,331,0.697588529,0.016293721,0.286117749,0.019221553,0.293504236,0.09124484,0.376151356,13.57845869,0.01156476,0.046661319,0.89860745,0.468270972,0.221505132,5,0.28620793,0.326922286,27,5,0,0,1,0.327004219,0.652953586,0.4,0,0.2,0.4,2.57840743,0.666657886
Sst interneuron,Sst Myh8 Etv1,MGE interneuron,645012440,0.024745042,0.568371103,0.856301079,28.54665545,0.407896471,0.660015109,-416.5986196,-12.71055132,-280.0664327,-445.4988123,-68.25688575,13,0.616597189,0.677668134,123,0.696158826,0,0.303841174,0,0.403539059,0.064738886,0.329537399,8.056808094,0.055582627,0.10056843,0.830610725,0.320633519,0.20888586,5,0.304533926,0.35649066,22,4,0,0.411985019,0.588014981,0.441198502,0.659925094,0.25,0,0.5,0.25,2.435629118,0.702139241
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,720318238,0.024441537,0.172217729,0.839915115,16.77434084,0.353947655,0.636791266,-246.6912816,212.5909117,-593.1220258,-386.0166529,63.69920587,19,0.441705722,0.612383543,321,0.289673913,0.014130435,0.696195652,0.020386519,0.496875,0.466440217,0.439620496,12.84014237,0.009360576,0.126750939,0.857901261,0.211721783,0.218416141,7,0.267130698,0.308478989,32,4,0,0,1,0.256243214,0.706840391,0.25,0,0.25,0.5,1.658408234,0.514840452
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,627881581,0.024193657,0.361863055,0.78294964,16.19643508,0.441226116,0.499685568,1114.871339,-480.6107051,-198.1180767,757.3908787,-78.15065466,23,0.454639077,0.775777802,493,0.231651538,0,0.768348462,0.021559923,0.412145521,0.044331856,0.28825907,20.92868724,0.062107091,0.137174553,0.808400507,0.238924253,0.324187313,6,0.250763211,0.348517217,43,7,0,0.026386404,0.973613596,0.492397138,0.240608229,0.285714286,0,0.142857143,0.571428571,3.389655409,0.418704407
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,639862877,0.024075003,0.367104502,0.842836687,17.51124871,0.322355546,0.656739513,564.1136984,-549.9247122,-858.9267036,807.4964369,-98.97405349,27,0.519611584,0.654931909,489,0.15921357,0,0.84078643,0.032661081,0.496222051,0.023747109,0.131536463,18.5373448,0.121215135,0.004632695,0.863400802,0.330937307,0.57523825,8,0.294902327,0.341594548,51,5,0,0.046221323,0.953778677,0.34851552,0.244939271,0.6,0,0.2,0.2,3.994841035,0.506897016
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,673395815,0.022741604,0.187511104,0.877681374,18.72992334,0.343232087,0.364033647,-454.9129446,20.57324227,-205.247745,-439.5280567,-151.8843083,17,0.288716314,0.519264852,125,0.166435121,0,0.833564879,0,0.457071409,0.114754098,0.404444216,5.873486318,0.007095468,0.075061651,0.908258635,0.200574974,0.264832159,5,0.32570377,0.351689114,31,5,0,0.158082976,0.841917024,0.47925608,0.666666667,0.4,0,0.4,0.2,2.753157652,0.681927154
Pvalb interneuron,Pvalb Gabrg1,MGE interneuron,689211404,0.022727861,0.165567689,0.876940258,15.716536,0.591232119,0.276374952,-469.489537,23.86682798,-194.6024012,-480.3540123,-114.9051378,11,0.388106941,0.561734157,111,0.337794433,0,0.662205567,0,0.266059957,0.055674518,0.351727254,5.963366183,0.01196648,0.008944105,0.896016575,0.321416611,0.235558196,4,0.265215717,0.294749349,37,5,0,0.057377049,0.942622951,0.399077869,0.484631148,0.2,0.2,0.4,0.2,3.052506302,0.722047618
Sst interneuron,Sst Nr2f2 Necab1,MGE interneuron,809113087,0.022624481,0.376860676,0.787642475,41.92673978,0.458381058,0.63568927,95.89867712,12.94001171,-568.1213627,-651.9111064,531.0586505,32,0.519976596,0.800431484,441,0.538449392,0,0.461550608,0.017139823,0.491867993,0.038291489,0.107943267,19.55895619,0.069078023,0.029139248,0.824671882,0.290818639,0.240028885,6,0.263152709,0.308784731,68,6,0,0.001812908,0.998187092,0.413343002,0.62617839,0.333333333,0.166666667,0.333333333,0.166666667,4.334775154,0.642937403
Lamp5 interneuron,Lamp5 Ntn1 Npy2r,CGE interneuron,827524052,0.02252205,0.006277053,0.841210999,3.959117964,0.647674088,0.123539491,189.5813194,1261.220005,69.6956846,10.81199996,-238.7966995,23,0.337256399,0.532866986,237,0.001453224,0,0.998546776,0,0.486648501,0.302997275,0.525877212,8.384404946,0.048805019,0.042659314,0.856594179,0.185965592,0.15509724,7,0.121793776,0.160932992,47,3,0,0.10885459,0.89114541,0.354995938,0.630381803,0,0.333333333,0.666666667,0,1.784610802,0.107660053
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,653699672,0.021757547,0.283494826,0.84522164,19.48037764,0.313860588,0.539207592,-33.75189755,-249.2671763,-898.3297495,213.0350796,-171.9816923,18,0.41614063,0.730698213,313,0.327968276,0,0.672031724,0.026083865,0.46664334,0.035572662,0.396421522,12.80541388,0.075713692,0.024665861,0.90854013,0.250327711,0.262257778,8,0.213586971,0.232517826,67,5,0,0.008644222,0.991355778,0.32211101,0.282529572,0.4,0,0.2,0.4,3.479748334,0.557893708
Sst interneuron,Sst Mme Fam114a1,MGE interneuron,745633800,0.021545558,0.392536755,0.865149302,70.75999967,0.423653677,0.779925117,354.5121248,375.6545395,118.2428224,-192.2149236,451.3166056,20,0.65756354,1.034298808,389,0.756432376,0,0.243567624,0,0.295401695,0.090765884,0.366922583,19.55612082,0.029810413,0.138202389,0.844679966,0.262205918,0.305094861,7,0.273849265,0.327316408,60,6,0,0.020394737,0.979605263,0.479934211,0.676644737,0.166666667,0.166666667,0.5,0.166666667,4.468266666,0.697918977
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,758263126,0.021436442,0.235353264,0.843851936,41.62599144,0.34177364,0.434801879,33.24270207,-392.5056966,-813.3278957,393.9788226,-205.4568903,20,0.360826797,0.563804517,373,0,0.482984446,0.517015554,0.015641062,0.446731376,0.869839785,0.851140744,10.88679775,0.022102747,0.175685351,0.834555361,0.099872115,0.336291048,5,0.257864165,0.346052822,22,2,0.639495798,0,0.360504202,0.368907563,0.161344538,0.5,0,0,0.5,1.37361089,0.322472988
Sst interneuron,Sst Mme Fam114a1,MGE interneuron,751947558,0.020856662,0.393500631,0.892056824,75.2865603,0.540184848,0.754809801,302.9303982,61.36740887,237.2696557,18.13702437,10.99180179,18,0.617757976,0.949240396,221,0.773773677,0.004468188,0.221758135,0,0.328897523,0.128994658,0.927092578,14.16800609,0.032569784,0.049827461,0.901127774,0.489842958,0.265240087,6,0.28793606,0.323317725,46,6,0,0,1,0.496703297,0.603663004,0.166666667,0,0.333333333,0.5,3.687175581,0.750266189
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,691719142,0.020840533,0.219417953,0.82514806,8.27393966,0.187028311,0.347587881,-98.65960009,-134.7674291,-331.9384462,45.90045672,-522.3345198,17,0.288253887,0.594429459,145,0,0.036015103,0.963984897,0.02687343,0.343305257,0.871042695,0.65078992,4.967185142,0.055498602,0.005491437,0.843609802,0.203719262,0.406459106,10,0.21897751,0.313737521,105,3,0.187625418,0,0.812374582,0.356187291,0.785284281,0.666666667,0,0,0.333333333,4.068302833,0.277494179
Vip interneuron,Vip Lmo1 Fam159b,CGE interneuron,639674270,0.020809813,0.205899686,0.83542353,34.7870982,0.535158811,0.255613544,-545.4679135,47.96500394,193.9154231,-3.294841004,-622.2109351,11,0.356130258,0.703752706,105,0,0.077409562,0.922590438,0.01660439,0.420946117,0.974196813,0.673089279,5.491835248,0.216014105,0.074871984,0.90167658,0.544459214,0.472038571,6,0.382521507,0.417228855,35,3,0.499610288,0,0.500389712,0.499610288,0.468043648,0.666666667,0,0,0.333333333,3.326962535,0.737284721
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,831988252,0.020769027,0.268341435,0.850389702,16.95676922,0.257683347,0.527680822,-123.3023121,-338.338842,-584.4050716,106.2823419,1.19708499,21,0.418350394,0.543652297,345,0,0.115710779,0.884289221,0.015986728,0.493416648,0.827493863,0.627367265,12.88041152,0.013137547,0.036098156,0.836731243,0.24497576,0.571779258,10,0.328346595,0.431144437,97,3,0.191043084,0,0.808956916,0.45946712,0.712301587,0.666666667,0,0,0.333333333,4.856026193,0.333978846
Sst interneuron,Sst Tac1 Htr1d,MGE interneuron,746257405,0.020740423,0.124978989,0.885122655,49.12558703,0.529535132,0.694105863,146.5581033,60.67375457,-87.7095988,-285.5516287,-87.65829517,13,0.445713752,0.673927171,177,0.606200952,0.004502766,0.389296282,0,0.361250482,0.154380548,0.277165565,10.28638188,0.019431664,0.153803865,0.865127476,0.330938195,0.348922541,5,0.266337427,0.344724716,41,5,0,0,1,0.361254095,0.704258306,0.2,0,0.4,0.4,2.901870641,0.576105817
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,704047023,0.020646887,0.249416909,0.860982398,31.11270276,0.233113742,0.584311298,-160.810077,-50.91101843,-281.1455859,-465.3744642,-202.04082,20,0.420162177,0.551424842,209,0.783822331,0.012428688,0.203748981,0,0.320497148,0.089445803,0.31023811,7.335210884,0.010143105,0.07938818,0.911330747,0.229175488,0.120150738,5,0.194283766,0.220028541,36,6,0,0,1,0.407831901,0.769818529,0.5,0.166666667,0.333333333,0,1.582714959,0.592714818
Sst interneuron,Sst Calb2 Necab1,MGE interneuron,841834394,0.020463687,0.081794636,0.85344775,8.962485709,0.606012525,0.199472484,608.8413678,2130.205908,51.96299314,474.5120926,158.2257284,25,0.325740047,0.640553262,425,0.357742613,0.028499919,0.613757468,0.028582883,0.488777652,0.069271758,0.492809101,19.39009597,0.053379441,0.068632591,0.879438388,0.295006427,0.114449161,8,0.229612951,0.251612174,73,5,0,0,1,0.459134615,0.068910256,0,0.2,0.4,0.4,3.770281386,0.164583768
Sst interneuron,Sst Rxfp1 Eya1,MGE interneuron,718644056,0.020256909,0.526712838,0.868612364,40.79605301,0.330703079,0.760316972,-115.2003414,-302.4845628,-630.9754733,248.3065548,450.0759751,32,0.655839874,1.152600231,429,0.514096186,0,0.485903814,0.017747478,0.229432547,0.03504218,0.146181373,23.42992568,0.013731714,0.12397551,0.865772355,0.29050792,0.371721132,6,0.259769404,0.318199338,73,7,0,0.002093301,0.997906699,0.499102871,0.228169856,0.142857143,0,0.142857143,0.714285714,4.898662391,0.784838214
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,639841063,0.020111009,0.263285113,0.788172071,18.28961043,0.500372069,0.529695976,1098.967258,-412.4351873,-801.8027254,1317.335524,99.66913092,27,0.437135076,1.077806725,671,0.24339726,0,0.75660274,0.022030548,0.49890411,0.189260274,0.396840314,28.7223204,0.043269753,0.023331047,0.822036221,0.307646117,0.379698715,7,0.221567513,0.265907066,45,5,0,0.017865118,0.982134882,0.451094238,0.401965163,0.2,0,0.4,0.4,3.480854889,0.41026436
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,847083836,0.020053443,0.284441542,0.869083416,44.10618355,0.458552679,0.542469059,97.78740101,555.2099963,-351.496416,-264.6308132,27.14121645,23,0.44326677,0.764584559,303,0.545868347,0.0017507,0.452380952,0.01226577,0.315826331,0.132586368,0.143857444,13.00451877,0.072747718,0.030030015,0.829792918,0.201899606,0.211862147,6,0.249283164,0.322336761,53,7,0,0,1,0.336189516,0.592237903,0.285714286,0.142857143,0.285714286,0.285714286,2.933985821,0.53926651
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,851016910,0.019760365,0.255943322,0.859557221,19.58955138,0.268836209,0.460533443,584.3449927,153.0466536,147.4695296,8.443286196,-245.927453,20,0.367912508,0.547766084,363,0.197451471,0.000476361,0.802072169,0.018129882,0.457544361,0.148862689,0.235366415,11.57729542,0.026857295,0.144970137,0.895143239,0.208779467,0.341123573,10,0.248977407,0.28361986,56,4,0,0,1,0.273626374,0.387912088,0.75,0,0,0.25,2.606425954,0.352166103
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,740155221,0.01917485,0.19284994,0.867750215,53.77294938,0.475124066,0.654348083,795.7710775,997.4679436,-88.3039433,2.536499166,445.2489221,46,0.485334164,1.631077471,527,0.767434011,0,0.232565989,0,0.249375549,0.220482009,0.174818301,20.09933211,0.024059476,0.232709947,0.843318919,0.297859882,0.250508094,6,0.25382594,0.312158425,40,4,0,0.011706716,0.988293284,0.436229205,0.945779421,0.25,0,0.25,0.5,2.217342779,0.47789638
Sst interneuron,Sst Tac2 Tacstd2,MGE interneuron,759939473,0.019151434,0.337026009,0.824108297,35.68641085,0.214049988,0.43250684,-483.714549,20.69963581,-105.8729011,-273.1812921,-274.9944425,18,0.385335914,0.452476036,129,0.709106985,0,0.290893015,0.012166393,0.492189803,0.055997642,0.395688029,4.45223181,0.011728415,0.08356363,0.819641907,0.241293454,0.250464622,8,0.204833861,0.289232206,89,9,0,0.367176233,0.632823767,0.490049034,0.644361119,0.222222222,0.222222222,0.444444444,0.111111111,4.630421265,0.815386294
Vip interneuron,Vip Ptprt Pkp2,CGE interneuron,694146546,0.019147934,0.324518661,0.869131247,47.51216648,0.456241609,0.324518661,-447.1898577,31.68967791,-174.4597321,-380.7755546,-239.5691468,14,0.372681692,0.601209065,117,0,0.033656958,0.966343042,0.008955462,0.332038835,1,0.863347941,4.340330774,0.005510363,0.048564914,0.893062235,0.158839251,0.644729711,9,0.35918544,0.459710812,69,3,0.481095679,0,0.518904321,0.168981481,0.526234568,0.333333333,0,0.333333333,0.333333333,3.49912323,0.375565992
Sst Chodl interneuron,Sst Chodl,MGE interneuron,656705176,0.018939214,0.241769598,0.859459433,12.05691394,0.756852373,0.471993903,1064.821098,-217.3529868,534.9944555,-279.84067,-127.3905954,17,0.402774631,0.748251548,285,0,0.012360374,0.987639626,0,0.434993591,0.728254898,0.475543683,14.88063029,0.120091454,0.190941812,0.883599571,0.651397879,0.424933287,8,0.408064891,0.484727951,53,3,0.002349782,0,0.997650218,0.379657603,0.421282309,0.666666667,0,0,0.333333333,4.058123858,0.160409104
Vip interneuron,Vip Pygm C1ql1,CGE interneuron,778327002,0.018918534,0.029776993,0.849262046,7.869161389,0.477389002,0.533000408,-182.0144386,-183.9842819,-622.2745415,101.2257241,-274.328225,15,0.299458837,0.63390982,141,0.070683272,0.170481319,0.758835409,0.025268706,0.490575564,0.526926961,0.487337923,8.136717793,0.03081914,0.014450411,0.84895598,0.207670623,0.186449334,7,0.228657333,0.2535682,45,3,0,0,1,0.416845111,0.605995717,0,0.333333333,0.333333333,0.333333333,2.169488658,0.436251647
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,829185764,0.018591775,0.202513623,0.829210852,19.29544153,0.322512597,0.468101063,-521.138142,-153.982561,-469.9823031,-212.7026386,235.2544488,24,0.348848414,0.760196168,359,0,0.022242397,0.977757603,0.022346662,0.396504766,0.612119837,0.906633387,11.73252283,0.077965752,0.192828392,0.812252869,0.324397216,0.721074409,9,0.463698793,0.590253216,78,2,0.255523256,0,0.744476744,0.440116279,0.692151163,0.5,0,0,0.5,4.418703887,0.534736216
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,698570301,0.018435609,0.227375955,0.878474475,34.91161396,0.499728295,0.534349398,241.2338718,-773.2578129,-559.6400732,368.1078047,471.8099087,18,0.422154477,0.728123671,575,0.616952355,0,0.383047645,0.007604113,0.372722365,0.157106222,0.312255481,22.6674772,0.004878493,0.070343513,0.869817726,0.260878863,0.344623342,4,0.253436703,0.276853261,30,6,0,0.040973111,0.959026889,0.419974392,0.419334187,0.166666667,0.166666667,0.5,0.166666667,2.404894542,0.646695576
Vip interneuron,Vip Lect1 Oxtr,CGE interneuron,763952780,0.018421501,0.44522553,0.816078392,26.01896149,0.203300212,0.666737455,200.3022981,-133.2665838,32.63136491,-276.0380696,-239.2612016,17,0.556693589,0.669000249,165,0,0.316653258,0.683346742,0.024899461,0.489621883,0.820756235,0.680060994,8.290461051,0.032676084,0.024902732,0.811884427,0.144819785,0.389284784,12,0.220080032,0.31939249,74,2,0.19466248,0,0.80533752,0.189429618,0.565149137,0.5,0,0,0.5,2.490863884,0.169389963
Sst interneuron,Sst Myh8 Etv1,MGE interneuron,657858349,0.01801417,0.386008933,0.836417275,27.95131938,0.19723458,0.493310665,-346.1419804,35.13484958,-271.3238691,-389.0894363,-336.3423189,14,0.440638396,0.512296083,105,0.727207977,0,0.272792023,0.019393928,0.488603989,0.030270655,0.373409272,4.145770881,0.059582378,0.059374612,0.835914968,0.278181288,0.171826643,5,0.200913984,0.293127697,42,6,0,0.142517815,0.857482185,0.463974663,0.68962787,0.333333333,0,0.166666667,0.5,1.977516,0.678928214
Vip interneuron,Vip Chat Htr1f,CGE interneuron,755552030,0.017925016,0.023166742,0.809024868,8.76462568,0.357896697,0.214192628,487.5560732,-525.9491088,-30.82085979,191.4631037,-437.6684278,32,0.321425091,0.856183264,307,0,0.015158405,0.984841595,0.011222159,0.490980749,0.555100803,0.587796457,10.19701638,0.031376,0.108265185,0.855900097,0.20210974,0.294281849,8,0.203596919,0.2823804,43,3,0.187142857,0,0.812857143,0.316428571,0.446428571,0,0.333333333,0.666666667,0,1.953979161,0.275403788
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,652305423,0.017888922,0.131381091,0.831134082,7.640661129,0.521633621,0.386606134,-1262.296494,-143.0219743,1125.067057,759.0833715,-230.9920245,25,0.39107239,0.807464407,673,0.061943564,0.014184397,0.923872039,0,0.46989588,0.357552437,0.520804546,22.70959398,0.042009431,0.02877493,0.813776385,0.161424085,0.206310424,7,0.124816933,0.164093626,51,5,0,0,1,0.276791182,0.641151255,0.4,0.2,0.2,0.2,2.253137165,0.875324543
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,760981484,0.017299525,0.350427783,0.84759532,47.26163879,0.571310725,0.770939542,679.2459136,-713.9490852,-486.9874837,326.0012274,912.6689511,30,0.574368849,0.889565434,655,0.641113088,0,0.358886912,0.01229288,0.445778964,0.181148675,0.172510764,29.18429386,0.003944322,0.115703087,0.864699009,0.232727416,0.386354924,6,0.261446105,0.325105487,39,3,0,0.032541322,0.967458678,0.472623967,0.644628099,0.333333333,0,0.333333333,0.333333333,2.924574984,0.623652678
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,842844583,0.01728307,0.262374995,0.867181031,20.06783733,0.424568009,0.417183222,1926.29311,-95.0274123,407.6085767,590.9169328,303.7959993,29,0.358722543,0.856662386,735,0.215267411,0,0.784732589,0.012598043,0.491944201,0.012611314,0.326334088,27.58097007,0.074225944,0.110234375,0.893070545,0.228656436,0.384570447,10,0.279673018,0.338190623,79,5,0,0.069112628,0.930887372,0.249431172,0.193970421,0.4,0,0.4,0.2,4.693981426,0.455697736
Lamp5 interneuron,Lamp5 Lhx6,CGE interneuron,711483278,0.016635059,0.074751012,0.814944889,3.190432823,0.460889292,0.412086924,-1528.374029,-243.3133994,1353.428827,910.6197785,195.5103134,41,0.4074679,1.432008876,465,0.015201465,0.192368742,0.792429792,0,0.49035409,0.603052503,0.429445043,27.27206271,0.016886078,0.005961915,0.893179111,0.146801195,0.216149862,3,0.120588166,0.193425254,21,7,0,0,1,0.3069874,0.520045819,0.285714286,0.142857143,0.571428571,0,1.232425741,0.79794438
Sncg interneuron,Sncg Vip Itih5,CGE interneuron,992386952,0.016561526,0.122361019,0.795226162,25.04307892,0.493898397,0.272659836,452.3668524,-53.37412055,79.46721003,17.78990772,-358.3897553,19,0.331029723,0.755937056,215,0,0.440174672,0.559825328,0.025889468,0.306113537,0.816011645,0.448371465,11.76158547,0.102313817,0.055121517,0.772103281,0.192886308,0.171940548,6,0.282358554,0.316795149,27,3,0.060213415,0,0.939786585,0.242378049,0.211890244,0.333333333,0.333333333,0.333333333,0,2.307122538,0.111925986
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,886335606,0.016226058,0.034686165,0.860020909,11.99907759,0.376263212,0.473541145,981.9189533,-657.6741872,326.812631,-12.95108203,-228.0440681,20,0.287679363,0.551903345,363,0.0015851,0.006538538,0.991876362,0.012978329,0.408163265,0.07390529,0.078234759,14.63754929,0.016870345,0.022705125,0.84596239,0.25179971,0.410630493,5,0.251018007,0.268920468,39,7,0,0,1,0.446236559,0.314722911,0.285714286,0,0.142857143,0.571428571,3.296399719,0.379328091
